id,name,display_name,stage_id,stage_name,sub_stage_id,task_unit_id,task_unit_name,task_material_category_id,task_material_category_name
8294,TV outlet (excluding aerial),Supply & Install TV outlet (excluding aerial),479,Wired appliances,1850,31,point,288,TV outlet
9480,Aluminium Channel for LED light strips,Supply & Install Aluminium Channel for LED light strips,479,Wired appliances,1723,2,m,1493,Aluminium Channel
5735,Ceiling light / pendant light,Supply & Install Ceiling light / pendant light,479,Wired appliances,1723,7,nr,158,Pendant light
9146,Ceiling mounted surgical LED light,Supply & Install Ceiling mounted surgical LED light,479,Wired appliances,1723,1,nr,1293,Ceiling mounted light
8966,Chandelier light,Supply & Install Chandelier light,479,Wired appliances,1723,1,nr,1162,Chandelier light
7378,Downlight,Supply & Install Downlight,479,Wired appliances,1723,31,point,83,Downlight
9810,Emergency lighting,Supply & Install Emergency lighting,479,Wired appliances,1723,31,point,1657,Emergency lighting
10487,Fire hoods for downlights / Firehoods for downlights,Supply & Install Fire hoods for downlights / Firehoods for downlights,479,Wired appliances,1723,1,nr,2030,Fire hoods for downlights
10722,LED light trough,Supply & Install LED light trough,479,Wired appliances,1723,2,m,2147,LED light trough
9996,LED strip lights,Supply & Install LED strip lights,479,Wired appliances,1723,2,m,548,Strip lights
8426,Linear light,Supply & Install Linear light,479,Wired appliances,1723,1,nr,639,Fluorescent Linear light / Fluorescent Tube light
8889,Negotiated discount,Supply & Install Negotiated discount,479,Wired appliances,1723,1,nr,,
10248,Spotlight / spot light,Supply & Install Spotlight / spot light,479,Wired appliances,1723,1,nr,1915,Spotlight
8248,Strip lights,Supply & Install Strip lights,479,Wired appliances,1723,2,m,548,Strip lights
10284,Track lighting,Supply & Install Track lighting,479,Wired appliances,1723,1,nr,1067,Track Lighting
8857,Actuator for blind/curtain automation,Supply & Install Actuator for blind/curtain automation,479,Wired appliances,1724,1,nr,1085,Actuator for blind/curtain automation
9841,Cooker switch / hob switch incl. 5m run for new cable + new circuit,Cooker switch / hob switch incl. 5m run for new cable + new circuit,479,Wired appliances,1724,1,nr,1681,Cooker switch / hob switch
8096,Electrical fitting,Supply & Install Electrical fitting,479,Wired appliances,1724,31,point,450,Electrical fitting
8116,Fused spur,Supply & Install Fused spur,479,Wired appliances,1724,31,point,112,Fused spur
9774,Grid switch for appliances,Supply & Install Grid switch for appliances,479,Wired appliances,1724,31,point,1636,Grid switch for appliances
8822,Isolator switch,Supply & Install Isolator switch,479,Wired appliances,1724,1,nr,1048,Isolator switch
8149,Light switch - 1 gang,Supply & Install Light switch - 1 gang,479,Wired appliances,1724,31,point,138,Light switch - single
9019,Light switch - 2 gang,Supply & Install Light switch - 2 gang,479,Wired appliances,1724,31,point,80,Light switch - 2 gang
9020,LIght switch - 3 gang,Supply & Install LIght switch - 3 gang,479,Wired appliances,1724,31,point,1216,Light switch - 3 gang
9021,Light switch - 4 gang,Supply & Install Light switch - 4 gang,479,Wired appliances,1724,31,point,1217,Light switch - 4 gang
10045,Light switch - 6 gang,Supply & Install Light switch - 6 gang,479,Wired appliances,1724,1,nr,1821,Light switch - 6 gang
9022,Light switch - dimmer,Supply & Install Light switch - dimmer,479,Wired appliances,1724,31,point,1218,Light switch - dimmer
10641,Multi gang grid switch,Supply & Install Multi gang grid switch,479,Wired appliances,1724,39,Gang,2094,Multi gang grid switch
9685,PIR light switch,Supply & Install PIR light switch,479,Wired appliances,1724,1,nr,138,Light switch - single
9808,Pull cord light switch,Supply & Install Pull cord light switch,479,Wired appliances,1724,1,nr,1655,Pull cord light switch
9107,Replacing switch faceplate / replace switch faceplate,Supply & Install Replacing switch faceplate / replace switch faceplate,479,Wired appliances,1724,1,nr,1270,Switch faceplate
8449,Roof window opening switch,Supply & Install Roof window opening switch,479,Wired appliances,1724,1,nr,653,Roof window switch
10359,Unswitched fused spur,Supply & Install Unswitched fused spur,479,Wired appliances,1724,31,point,1968,Unswitched fused spur
8726,Wine storage (temperature and humidity controlled),Supply & Install Wine storage (temperature and humidity controlled),479,Wired appliances,1725,1,nr,745,Wine storage
10472,Cabling only for speakers,Supply & Install Cabling only for speakers,479,Wired appliances,2077,35,item,1896,Conduit and cable
10372,Hand Dryer,Supply & Install Hand Dryer,479,Wired appliances,2077,1,nr,1977,Hand Dryer
8081,Door bell,Supply & Install Door bell,479,Wired appliances,1729,31,point,72,Door bell
8145,Intercom,Supply & Install Intercom,479,Wired appliances,1729,31,point,136,Intercom
9938,Bulkhead light,Supply & Install Bulkhead light,479,Wired appliances,1730,1,nr,1749,Bulkhead light
9992,Converter for LED lights,Supply & Install Converter for LED lights,479,Wired appliances,1730,1,nr,1786,Converter for LED lights
8824,Employer supplied lighting,Supply & Install Employer supplied lighting,479,Wired appliances,1730,1,nr,1050,Employer supplied lighting
10804,Pool lights,Supply & Install Pool lights,479,Wired appliances,1730,31,point,2186,Pool lights
8967,Recessed light,Supply & Install Recessed light,479,Wired appliances,1730,2,m,217,Sidelight
8313,Wall light,Supply & Install Wall light,479,Wired appliances,1730,31,point,597,Wall lights
8923,Automatic opening vent,Supply & Install Automatic opening vent,479,Wired appliances,1732,1,nr,1134,Automatic opening vent
8046,Bathroom extractor fan,Supply & Install Bathroom extractor fan,479,Wired appliances,1732,31,point,426,Bathroom extractor fan
10535,Connect to and line chimney to extract,Supply & Install Connect to and line chimney to extract,479,Wired appliances,1732,1,nr,,
10666,Ductwork and associated BWIC allowance for Bathroom extractor,Supply & Install Ductwork and associated BWIC allowance for Bathroom extractor,479,Wired appliances,1732,2,m,1261,Ductwork and associated BWIC allowance
9098,Ductwork and associated BWIC allowance for Wired appliances,Supply & Install Ductwork and associated BWIC allowance for Wired appliances,479,Wired appliances,1732,2,m,1261,Ductwork and associated BWIC allowance
8646,External floor light,Supply & Install External floor light,479,Wired appliances,1731,1,nr,725,External floor light
9099,Extractor fan,Supply & Install Extractor fan,479,Wired appliances,1732,1,nr,426,Bathroom extractor fan
9807,Free standing work light,Supply & Install Free standing work light,479,Wired appliances,1731,1,nr,1654,Freestanding work light
10364,"Formation of opening in wall/ceiling for vent, including supply and installation of vent","Supply & Install Formation of opening in wall/ceiling for vent, including supply and installation of vent",479,Wired appliances,1732,1,nr,741,Sundry items
9879,PIV system,Supply & Install PIV system,479,Wired appliances,1732,1,nr,1710,PIV system
10451,Pricing clarifications - Ceiling preparation and finishes,Supply & Install Pricing clarifications - Ceiling preparation and finishes,501,Ceiling preparation and finishes,2088,35,item,2019,Pricing clarifications - Ceiling preparation and finishes
9085,Plaster ceiling rose; 450-600mm diameter,Supply & Install Plaster ceiling rose; 450-600mm diameter,501,Ceiling preparation and finishes,1916,1,nr,1258,Plaster ceiling rose; 450-600mm diameter
9083,Plaster ceiling rose; up to 300mm diameter,Supply & Install Plaster ceiling rose; up to 300mm diameter,501,Ceiling preparation and finishes,1916,1,nr,40,Plaster ceiling rose; up to 300mm diameter
8480,Plaster cornice / plaster coving,Supply & Install Plaster cornice / plaster coving,501,Ceiling preparation and finishes,1916,2,m,56,Cornice
8479,Repairs to existing cornice,Supply & Install Repairs to existing cornice,501,Ceiling preparation and finishes,1916,2,m,894,Repairs to existing cornice
9147,Softwood cladding to ceiling,Supply & Install Softwood cladding to ceiling,501,Ceiling preparation and finishes,1916,4,m2,541,Softwood cladding
10279,Wire brush clean to roof trusses,Supply & Install Wire brush clean to roof trusses,501,Ceiling preparation and finishes,1916,4,m2,,
10421,Bonding plaster to ceilings,Supply & Install Bonding plaster to ceilings,501,Ceiling preparation and finishes,1808,4,m2,27,Bonding Plaster
8107,Fill and sand ceiling / prepare ceiling for paint,Supply & Install Fill and sand ceiling / prepare ceiling for paint,501,Ceiling preparation and finishes,1808,4,m2,774,Fill and sand ceiling
9371,Intumescent paint to joists,Supply & Install Intumescent paint to joists,501,Ceiling preparation and finishes,1808,2,m,1229,Intumescent coatings
9260,Mist coat and two coats of paint to ceiling and cornice; underside of exposed pitched roof structure,Supply & Install Mist coat and two coats of paint to ceiling and cornice; underside of exposed pitched roof structure,501,Ceiling preparation and finishes,1806,4,m2,492,Mist coat and two coats of paint to ceiling
9259,Mist coat and two coats of paint to ceiling; underside of exposed pitched roof structure,Supply & Install Mist coat and two coats of paint to ceiling; underside of exposed pitched roof structure,501,Ceiling preparation and finishes,1806,4,m2,492,Mist coat and two coats of paint to ceiling
9691,Panelling to ceiling / cladding to ceiling,Supply & Install Panelling to ceiling / cladding to ceiling,501,Ceiling preparation and finishes,1806,4,m2,691,Panelling
10420,Plaster mesh to ceilings,Supply & Install Plaster mesh to ceilings,501,Ceiling preparation and finishes,1808,4,m2,2006,Plaster mesh
10907,Plaster patching to ceiling,Supply & Install Plaster patching to ceiling,501,Ceiling preparation and finishes,1806,4,m2,224,Skim
8809,Polished/Venetian Plaster to ceiling,Supply & Install Polished/Venetian Plaster to ceiling,501,Ceiling preparation and finishes,1806,4,m2,1034,Polished Plaster/Venetian Plaster
8972,Preparation work to ceiling,Supply & Install Preparation work to ceiling,501,Ceiling preparation and finishes,1808,4,m2,1167,Preparation work to ceiling
10603,PVA sealer/bonding coat to ceilings,Supply & Install PVA sealer/bonding coat to ceilings,501,Ceiling preparation and finishes,1808,4,m2,2077,PVA sealer
10606,SBR sealer/bonding coat to ceilings,Supply & Install SBR sealer/bonding coat to ceilings,501,Ceiling preparation and finishes,1808,4,m2,2078,SBR sealer
10860,Scratch coat to ceilings,Supply & Install Scratch coat to ceilings,501,Ceiling preparation and finishes,1808,4,m2,2074,Scratch coat to walls
9257,Single coat of paint to ceiling; underside of exposed pitched roof structure,Supply & Install Single coat of paint to ceiling; underside of exposed pitched roof structure,501,Ceiling preparation and finishes,1806,4,m2,856,Single coat of paint
8228,Skim to ceiling,Supply & Install Skim to ceiling,501,Ceiling preparation and finishes,1808,4,m2,224,Skim
10445,Skim to ceiling; underneath ceiling junction,Supply & Install Skim to ceiling; underneath ceiling junction,501,Ceiling preparation and finishes,1808,4,m2,224,Skim
10288,"Skim to ceilings; clay plaster, undercoat and topcoat","Supply & Install Skim to ceilings; clay plaster, undercoat and topcoat",501,Ceiling preparation and finishes,1808,4,m2,1924,Skim; clay plaster; undercoat and topcoat
9975,Tape and joint plasterboard,Supply & Install Tape and joint plasterboard,501,Ceiling preparation and finishes,1808,4,m2,2165,Tape and joint plasterboard
10863,Two coats of plaster to ceiling,Supply & Install Two coats of plaster to ceiling,501,Ceiling preparation and finishes,1808,4,m2,2224,Two coats of plaster
10404,Pricing clarifications - Wall preparation and finishes,Supply & Install Pricing clarifications - Wall preparation and finishes,488,Wall preparation and finishes,2085,35,item,1996,Pricing clarifications - Wall preparation and finishes
10772,Provisional Sum for Wall Finishes,Supply & Install Provisional Sum for Wall Finishes,488,Wall preparation and finishes,2086,35,item,2174,Provisional Sum for Wall Preparation and Finishes
9412,Acoustic sealant to floor / ceiling junction,Supply & Install Acoustic sealant to floor / ceiling junction,488,Wall preparation and finishes,1855,2,m,1449,Acoustic sealant
10088,Acrylic panels to wall,Supply & Install Acrylic panels to wall,488,Wall preparation and finishes,1917,4,m2,1847,Acrylic panels
8518,Apply finish to timber wall cladding,Supply & Install Apply finish to timber wall cladding,488,Wall preparation and finishes,1708,4,m2,521,Sanding and 2 coats of coloured/clear Hardwax or oil to wood flooring
9404,Battens and counterbattens to wall,Supply & Install Battens and counterbattens to wall,488,Wall preparation and finishes,1708,4,m2,19,Battens
8778,Bonding plaster to walls,Supply & Install Bonding plaster to walls,488,Wall preparation and finishes,1855,4,m2,27,Bonding Plaster
10864,Break off wall of corner to form curved corner (skim measured separately),Supply & Install Break off wall of corner to form curved corner (skim measured separately),488,Wall preparation and finishes,1855,2,m,,
8066,"Ceramic tiles to walls, excluding adhesive and grout","Supply & Install Ceramic tiles to walls, excluding adhesive and grout",488,Wall preparation and finishes,1708,4,m2,441,Ceramic tiles to walls
8776,Clay plaster,Supply & Install Clay plaster,488,Wall preparation and finishes,1708,4,m2,160,Plaster
10608,Concrete tiles to wall,Supply & Install Concrete tiles to wall,488,Wall preparation and finishes,1708,4,m2,1111,Cement tiles to wall
8878,Cut to size mirror,Supply & Install Cut to size mirror,488,Wall preparation and finishes,1708,4,m2,149,Mirror; cut to size
8606,Dado Rail,Supply & Install Dado Rail,488,Wall preparation and finishes,1917,2,m,938,Dado Rail
8500,decorative profiles,Supply & Install decorative profiles,488,Wall preparation and finishes,1708,1,nr,904,decorative profiles
9942,Decorative timber moulding,Supply & Install Decorative timber moulding,488,Wall preparation and finishes,1917,2,m,1750,Timber moulding
8077,Decoupling membrane to walls,Supply & Install Decoupling membrane to walls,488,Wall preparation and finishes,1855,4,m2,341,Decoupling membrane
8510,Exterior signage,Supply & Install Exterior signage,488,Wall preparation and finishes,1917,35,item,662,Signage
9790,Feature wall finish,Supply & Install Feature wall finish,488,Wall preparation and finishes,1708,4,m2,1641,Feature wall finish
8108,Fill and sand walls / prepare wall for decoration / prepare wall for paint,Supply & Install Fill and sand walls / prepare wall for decoration / prepare wall for paint,488,Wall preparation and finishes,1855,4,m2,775,Fill and sand walls
8440,Form 20mm shadow gap skirting (excludes skirting to be added separately),Supply & Install Form 20mm shadow gap skirting (excludes skirting to be added separately),488,Wall preparation and finishes,1917,2,m,645,Shadow Gap
10301,Grout removal to existing wall tiles,Supply & Install Grout removal to existing wall tiles,488,Wall preparation and finishes,1708,4,m2,,
8132,Hardwood skirting,Supply & Install Hardwood skirting,488,Wall preparation and finishes,1917,2,m,226,Skirting board
8605,Internal wall panelling,Supply & Install Internal wall panelling,488,Wall preparation and finishes,1917,4,m2,691,Panelling
8750,Large slab tiles to floor,Supply & Install Large slab tiles to floor,488,Wall preparation and finishes,1708,4,m2,751,Large slab tiles
8749,Large slab tiles to wall,Supply & Install Large slab tiles to wall,488,Wall preparation and finishes,1708,4,m2,751,Large slab tiles
10043,Make good chases following electrical alterations,Supply & Install Make good chases following electrical alterations,488,Wall preparation and finishes,1855,2,m,1818,Make good chases following electrical alterations
8747,Mosaic tiles to wall,Supply & Install Mosaic tiles to wall,488,Wall preparation and finishes,1708,4,m2,750,Mosaic tiles
8817,Oak wall strips to create feature wall,Supply & Install Oak wall strips to create feature wall,488,Wall preparation and finishes,1708,4,m2,1041,Oak wall strips to create feature wall
10199,Parge coat to walls,Supply & Install Parge coat to walls,488,Wall preparation and finishes,1855,4,m2,1898,Parge coat
10593,Plaster beads,Supply & Install Plaster beads,488,Wall preparation and finishes,1855,2,m,2076,Plaster beads
10117,Plaster mesh to walls,Supply & Install Plaster mesh to walls,488,Wall preparation and finishes,1855,4,m2,2006,Plaster mesh
10908,Plaster patching to walls,Supply & Install Plaster patching to walls,488,Wall preparation and finishes,1708,4,m2,224,Skim
10672,Plaster to walls; base coat and finish coat,Supply & Install Plaster to walls; base coat and finish coat,488,Wall preparation and finishes,1855,4,m2,2115,Plaster base coat and finish coat
8777,Polished/Venetian plaster,Supply & Install Polished/Venetian plaster,488,Wall preparation and finishes,1708,4,m2,1034,Polished Plaster/Venetian Plaster
8177,Porcelain tiles to walls,Porcelain tiles to walls,488,Wall preparation and finishes,1708,4,m2,503,Porcelain tiles to walls
10602,PVA sealer/bonding coat to walls,Supply & Install PVA sealer/bonding coat to walls,488,Wall preparation and finishes,1855,4,m2,2077,PVA sealer
8816,Quartzite marble effect splash back tiles,Supply & Install Quartzite marble effect splash back tiles,488,Wall preparation and finishes,1708,4,m2,1040,Quartzite marble effect splash back tiles
9796,Render to internal wall,Supply & Install Render to internal wall,488,Wall preparation and finishes,1855,4,m2,174,Render
10922,Repair to tiling,Supply & Install Repair to tiling,488,Wall preparation and finishes,1708,4,m2,167,Porcelain tiles
8557,Repairs to existing panelling,Supply & Install Repairs to existing panelling,488,Wall preparation and finishes,1917,2,m,691,Panelling
8558,Repairs to existing skirting board,Supply & Install Repairs to existing skirting board,488,Wall preparation and finishes,1917,2,m,226,Skirting board
10605,SBR sealer/bonding coat to walls,Supply & Install SBR sealer/bonding coat to walls,488,Wall preparation and finishes,1855,4,m2,2078,SBR sealer
10589,Scratch coat to walls,Supply & Install Scratch coat to walls,488,Wall preparation and finishes,1855,4,m2,2074,Scratch coat to walls
10644,Shaker style wall panelling,Supply & Install Shaker style wall panelling,488,Wall preparation and finishes,1708,4,m2,2097,Shaker style panelling
10286,Shopfront signage,Supply & Install Shopfront signage,488,Wall preparation and finishes,1917,1,nr,662,Signage
8229,Skim to walls,Supply & Install Skim to walls,488,Wall preparation and finishes,1855,4,m2,224,Skim
10042,Skim to walls (inner leaf),Supply & Install Skim to walls (inner leaf),488,Wall preparation and finishes,1855,4,m2,224,Skim
10020,Skim to walls (outer leaf),Supply & Install Skim to walls (outer leaf),488,Wall preparation and finishes,1855,4,m2,224,Skim
10287,"Skim to walls; clay plaster, undercoat and topcoat","Supply & Install Skim to walls; clay plaster, undercoat and topcoat",488,Wall preparation and finishes,1855,4,m2,1924,Skim; clay plaster; undercoat and topcoat
8508,Soda blasting to internal walls,Supply & Install Soda blasting to internal walls,488,Wall preparation and finishes,1855,4,m2,660,Specialist cleaning
8246,Stone tiles to walls,Supply & Install Stone tiles to walls,488,Wall preparation and finishes,1708,4,m2,546,Stone tiles to walls
8884,Wood internal finish,Supply & Install Wood internal finish,488,Wall preparation and finishes,1708,4,m2,1104,Wood internal finish
9148,Softwood cladding to internal wall,Supply & Install Softwood cladding to internal wall,488,Wall preparation and finishes,1917,4,m2,541,Softwood cladding
8559,Softwood Skirting,Supply & Install Softwood Skirting,488,Wall preparation and finishes,1917,2,m,488,Skirting
10055,Wall tile edging strip,Supply & Install Wall tile edging strip,488,Wall preparation and finishes,1917,2,m,1829,Wall tile edging strip
10037,Straighten walls prior to tiling with plaster skim coat,Supply & Install Straighten walls prior to tiling with plaster skim coat,488,Wall preparation and finishes,1855,4,m2,1816,Straighten walls
9974,Tape and joint plasterboard,Supply & Install Tape and joint plasterboard,488,Wall preparation and finishes,1855,4,m2,2165,Tape and joint plasterboard
8808,Tile adhesive and grouting to walls,Supply & Install Tile adhesive and grouting to walls,488,Wall preparation and finishes,1855,4,m2,1033,10mm flexible adhesive and MAPEI grouting 
8288,Tile backer board to walls,Supply & Install Tile backer board to walls,488,Wall preparation and finishes,1855,4,m2,586,Tile backer board
10862,Two coats of plaster to wall,Supply & Install Two coats of plaster to wall,488,Wall preparation and finishes,1855,4,m2,2224,Two coats of plaster
10010,Vermiculite insulation,Supply & Install Vermiculite insulation,488,Wall preparation and finishes,1855,4,m2,1799,Vermiculite insulation
10335,Pricing clarifications - Floor preparation and finishes,Supply & Install Pricing clarifications - Floor preparation and finishes,470,Floor preparation and finishes,2069,35,item,1954,Pricing clarifications - Floor preparation and finishes
9405,Acoustic lining / acoustic underlay,Supply & Install Acoustic lining / acoustic underlay,470,Floor preparation and finishes,1948,4,m2,3,Acoustic underlay
8882,Bespoke Coir mat,Supply & Install Bespoke Coir mat,470,Floor preparation and finishes,1680,4,m2,1102,Coir Mat
8514,Brush strip entrance matting,Supply & Install Brush strip entrance matting,470,Floor preparation and finishes,1680,4,m2,1102,Coir Mat
10437,Carpet tiles,Supply & Install Carpet tiles,470,Floor preparation and finishes,1680,4,m2,2012,Carpet tiles
8061,Carpet to floor,Supply & Install Carpet to floor,470,Floor preparation and finishes,1680,4,m2,335,Carpet to floor
8065,"Ceramic tiles to floor, excluding adhesive and grout","Supply & Install Ceramic tiles to floor, excluding adhesive and grout",470,Floor preparation and finishes,1680,4,m2,337,Ceramic tiles to floor
8720,Cork Flooring,Supply & Install Cork Flooring,470,Floor preparation and finishes,1680,4,m2,742,Cork Flooring
8786,Decoupling membrane to floor,Supply & Install Decoupling membrane to floor,470,Floor preparation and finishes,1948,4,m2,341,Decoupling membrane
8097,Engineered wood to floor,Supply & Install Engineered wood to floor,470,Floor preparation and finishes,1680,4,m2,344,Engineered wood to floor
8907,Epoxy floor coating,Supply & Install Epoxy floor coating,470,Floor preparation and finishes,1680,4,m2,1124,Epoxy floor coating
9791,Feature floor finish,Supply & Install Feature floor finish,470,Floor preparation and finishes,1680,4,m2,1642,Feature floor finish
10601,Flagstone flooring,Supply & Install Flagstone flooring,470,Floor preparation and finishes,1680,4,m2,157,Paving
10327,Floor beading,Supply & Install Floor beading,470,Floor preparation and finishes,1680,2,m,1948,Floor beading
8013,Flooring underlay,Supply & Install Flooring underlay,470,Floor preparation and finishes,1948,4,m2,462,Flooring underlay
8001,Forbo Marmoleum Solid Piano to floor,Forbo Marmoleum Solid Piano to floor,470,Floor preparation and finishes,1680,4,m2,766,Forbo Marmoleum Solid Piano to floor
8012,Granorte Champagner Sand cork flooring,Supply & Install Granorte Champagner Sand cork flooring,470,Floor preparation and finishes,1680,4,m2,767,Granorte Champagner Sand cork flooring
7999,Granorte Twist Read Natural Cork floor,Supply & Install Granorte Twist Read Natural Cork floor,470,Floor preparation and finishes,1680,4,m2,765,Granorte Twist Read Natural Cork floor
10300,Grout removal to existing floor tiles,Supply & Install Grout removal to existing floor tiles,470,Floor preparation and finishes,1680,4,m2,,
8574,Hardwood Floor,Supply & Install Hardwood Floor,470,Floor preparation and finishes,1680,4,m2,129,Hardwood flooring
9269,Laminate flooring,Supply & Install Laminate flooring,470,Floor preparation and finishes,1680,4,m2,1367,Laminate Flooring
8150,Levelling to floor,Supply & Install Levelling to floor,470,Floor preparation and finishes,1948,4,m2,196,Self levelling compound
9139,Make good and polish floor,Supply & Install Make good and polish floor,470,Floor preparation and finishes,1948,4,m2,660,Specialist cleaning
10033,Microcement floor finish,Supply & Install Microcement floor finish,470,Floor preparation and finishes,1680,4,m2,1813,Microcement floor finish
8748,Mosaic tiles to floor,Supply & Install Mosaic tiles to floor,470,Floor preparation and finishes,1680,4,m2,750,Mosaic tiles
8170,Parquet to floor,Parquet to floor,470,Floor preparation and finishes,1680,4,m2,498,Parquet to floor
8175,Polished concrete,Polished concrete,470,Floor preparation and finishes,1680,4,m2,166,Polished concrete
8176,Porcelain tiles to floor,Supply & Install Porcelain tiles to floor,470,Floor preparation and finishes,1680,4,m2,502,Porcelain tiles to floor
8179,Poured resin,Supply & Install Poured resin,470,Floor preparation and finishes,1680,4,m2,504,Poured resin
9620,Prime Cost sum for the supply of wall and floor tiles and  accessories,Supply & Install Prime Cost sum for the supply of wall and floor tiles and  accessories,470,Floor preparation and finishes,1680,35,item,42,Ceramic tiles
9447,Prime Cost Sum for Timber Flooring,Supply & Install Prime Cost Sum for Timber Flooring,470,Floor preparation and finishes,1680,35,item,344,Engineered wood to floor
9704,Provisional Sum for Floor Finishes,Supply & Install Provisional Sum for Floor Finishes,470,Floor preparation and finishes,1987,35,item,1100,Provisional Sum
10604,PVA sealer/bonding coat to floors,Supply & Install PVA sealer/bonding coat to floors,470,Floor preparation and finishes,1948,4,m2,2077,PVA sealer
8569,Rubber flooring,Supply & Install Rubber flooring,470,Floor preparation and finishes,1680,4,m2,1135,Rubber flooring
8916,Sand and seal hardwood finishes,Supply & Install Sand and seal hardwood finishes,470,Floor preparation and finishes,1680,4,m2,1132,Sand and seal hardwood finishes
8202,Sanding and 2 coats of coloured/clear Hardwax or oil to wood flooring,Supply & Install Sanding and 2 coats of coloured/clear Hardwax or oil to wood flooring,470,Floor preparation and finishes,1680,4,m2,521,Sanding and 2 coats of coloured/clear Hardwax or oil to wood flooring
8203,Sanding and 3 coats of lacquer to wood flooring,Supply & Install Sanding and 3 coats of lacquer to wood flooring,470,Floor preparation and finishes,1680,4,m2,522,Sanding and 3 coats of lacquer to wood flooring
8204,Sanding only to wood flooring,Supply & Install Sanding only to wood flooring,470,Floor preparation and finishes,1680,4,m2,523,Sanding only to wood flooring
10607,SBR sealer/bonding coat to floors,Supply & Install SBR sealer/bonding coat to floors,470,Floor preparation and finishes,1948,4,m2,2078,SBR sealer
7604,Self levelling compound to floor,Supply & Install Self levelling compound to floor,470,Floor preparation and finishes,1948,4,m2,196,Self levelling compound
8154,Skirting,Supply & Install Skirting,470,Floor preparation and finishes,1680,2,m,488,Skirting
8513,Stair Nosings,Supply & Install Stair Nosings,470,Floor preparation and finishes,1680,2,m,248,Stairs by riser
9915,Stair rods,Supply & Install Stair rods,470,Floor preparation and finishes,1680,1,nr,1734,Stair rods
8245,Stone tiles to floor,Supply & Install Stone tiles to floor,470,Floor preparation and finishes,1680,4,m2,545,Stone tiles to floor
9067,Tanking to floor,Supply & Install Tanking to floor,470,Floor preparation and finishes,1948,4,m2,401,Wet room tanking / shower tanking
8287,Three coats of oil to timber floor,Supply & Install Three coats of oil to timber floor,470,Floor preparation and finishes,1680,4,m2,585,Three coats of oil to timber floor
9989,Threshold step / threshold board,Supply & Install Threshold step / threshold board,470,Floor preparation and finishes,1680,2,m,1783,Threshold step / threshold board
8869,Tile adhesive and grouting to floor,Supply & Install Tile adhesive and grouting to floor,470,Floor preparation and finishes,1680,4,m2,1033,10mm flexible adhesive and MAPEI grouting 
9068,Tile backer board to floors,Supply & Install Tile backer board to floors,470,Floor preparation and finishes,1948,4,m2,586,Tile backer board
8644,Tile skirting to floor,Supply & Install Tile skirting to floor,470,Floor preparation and finishes,1680,2,m,724,Tile Skirting
8602,Tiles to stair treads and risers,Supply & Install Tiles to stair treads and risers,470,Floor preparation and finishes,1680,4,m2,502,Porcelain tiles to floor
8296,Two coats of oil to timber floor,Supply & Install Two coats of oil to timber floor,470,Floor preparation and finishes,1680,4,m2,591,Two coats of oil to timber floor
9088,Two coats of paint to floor,Supply & Install Two coats of paint to floor,470,Floor preparation and finishes,1680,4,m2,2210,Two coats of floor paint
10839,Two coats of varnish to cork floor,Supply & Install Two coats of varnish to cork floor,470,Floor preparation and finishes,1680,4,m2,289,Two coats of varnish
8297,Two coats of wax,Supply & Install Two coats of wax,470,Floor preparation and finishes,1680,4,m2,290,Two coats of wax
9374,Vinyl adhesive,Supply & Install Vinyl adhesive,470,Floor preparation and finishes,1680,4,m2,1429,Vinyl adhesive
8927,Vinyl flooring / vinyl tile,Supply & Install Vinyl flooring / vinyl tile,470,Floor preparation and finishes,1680,4,m2,299,Vinyl flooring
9303,Walk-on glass panel,Supply & Install Walk-on glass panel,470,Floor preparation and finishes,1680,35,item,1391,Glass panel to floor
8934,Corian worktop,Supply & Install Corian worktop,469,"Units, worktops and kitchen appliances",1864,2,m,1137,Corian worktop
8575,Granite worktop,Supply & Install Granite worktop,469,"Units, worktops and kitchen appliances",1864,2,m,694,Granite worktop
8570,Marble worktop,Supply & Install Marble worktop,469,"Units, worktops and kitchen appliances",1864,2,m,696,Marble worktop
8586,Quartz worktop,Supply & Install Quartz worktop,469,"Units, worktops and kitchen appliances",1864,2,m,704,Quartz worktop
10053,Splashback above worktop,Supply & Install Splashback above worktop,469,"Units, worktops and kitchen appliances",1864,2,m,1827,Splashback to walls
10054,Splashback to underside of cooker hood,Supply & Install Splashback to underside of cooker hood,469,"Units, worktops and kitchen appliances",1864,4,m2,1828,Splashback to underside of cooker hood
10719,Stone effect worktop,Supply & Install Stone effect worktop,469,"Units, worktops and kitchen appliances",1864,2,m,256,Stone worktop
8378,Wooden worktop / Laminate worktop,Supply & Install Wooden worktop / Laminate worktop,469,"Units, worktops and kitchen appliances",1864,2,m,319,Wooden worktop
9669,Worktop,Supply & Install Worktop,469,"Units, worktops and kitchen appliances",1864,35,item,1593,Worktop
10322,Pricing clarifications - Units and worktops,Supply & Install Pricing clarifications - Units and worktops,469,"Units, worktops and kitchen appliances",2056,35,item,1943,Pricing clarifications - Units and worktops
8379,Base cabinet,Supply & Install Base cabinet,469,"Units, worktops and kitchen appliances",1801,1,nr,425,Base cabinet
10732,Base cabinet; magic corner pull out unit storage,Supply & Install Base cabinet; magic corner pull out unit storage,469,"Units, worktops and kitchen appliances",1801,1,nr,2152,Base cabinet; magic corner pull out unit storage
